run_key,rep,qid,layer,lane,pro_signal,persona,lang,intent,reasoning_mode_sent,chat_mode_sent,request_id,ts_utc,t_first_event_s,t_first_stage_s,ttft_first_delta_s,_ttft_content_s,total_s,delta_events,frame_count,max_gap_s,db_model,db_model_tier,db_ai_reasoning_mode,db_prompt_tokens,db_completion_tokens,_cost_usd,_price_model,_usage_src,error,response_chars,quality_pass,first_touch_tier,session_id
L0-25#r2,2,L0-25,L0,free,none,college_student,zh,quick_fact,fast,standard,wt406q06-l0-25-r2-f57c8f,2026-09-25T18:18:17+00:00,0.0324,0.0324,1.081,1.081,16.9644,6,23,10.0939,dashscope_fast,fast,fast,1381,72,5.326615384615384e-05,qwen3.7-flash,db,,113,True,fast,82027be5-1210-4ac0-b59f-c7d09d7d034f
L0-26#r2,2,L0-26,L0,free,none,professional,en,quick_fact,fast,standard,wt406q06-l0-26-r2-b352e5,2026-09-25T18:18:35+00:00,0.0416,0.0416,1.1341,1.1341,1.448,2,18,0.7707,dashscope_fast,fast,fast,1383,6,4.433832167832167e-05,qwen3.7-flash,db,,10,False,fast,82027be5-1210-4ac0-b59f-c7d09d7d034f
L0-27#r2,2,L0-27,L0,free,none,beginner,zh,greeting,fast,standard,wt406q06-l0-27-r2-2085fc,2026-09-25T18:18:37+00:00,0.0116,0.0116,0.5829,0.5829,19.0701,11,28,10.0899,dashscope_fast,fast,fast,1350,94,5.528755244755244e-05,qwen3.7-flash,db,,189,True,fast,82027be5-1210-4ac0-b59f-c7d09d7d034f
L0-28#r2,2,L0-28,L0,free,none,professional,en,greeting,fast,standard,wt406q06-l0-28-r2-bd5a2c,2026-09-25T18:18:57+00:00,0.0421,0.0421,0.8272,0.8272,1.2779,3,19,0.4841,dashscope_fast,fast,fast,1375,17,4.5585034965034955e-05,qwen3.7-flash,db,,29,False,fast,3cec83d3-bd95-496e-b1f6-8bf55a7a528c
L0-29#r2,2,L0-29,L0,free,none,researcher,zh,ack,fast,standard,wt406q06-l0-29-r2-58517d,2026-09-25T18:18:59+00:00,0.0093,0.0093,0.7105,0.7105,15.0244,6,23,10.0871,dashscope_fast,fast,fast,1375,47,4.967174825174824e-05,qwen3.7-flash,db,,82,True,fast,3cec83d3-bd95-496e-b1f6-8bf55a7a528c
L0-30#r2,2,L0-30,L0,free,none,college_student,zh,thanks,fast,standard,wt406q06-l0-30-r2-a742b2,2026-09-25T18:19:15+00:00,0.0112,0.0112,0.6618,0.6618,1.4684,5,21,0.3355,dashscope_fast,fast,fast,1375,42,4.899062937062936e-05,qwen3.7-flash,db,,73,True,fast,3cec83d3-bd95-496e-b1f6-8bf55a7a528c
L0-31#r2,2,L0-31,L0,free,none,exam_candidate,en,ack,fast,standard,wt406q06-l0-31-r2-be9337,2026-09-25T18:19:17+00:00,0.0128,0.0128,0.7874,0.7874,1.0225,2,20,0.3816,dashscope_fast,fast,fast,1349,2,4.272349650349649e-05,qwen3.7-flash,db,,3,False,fast,a16ad240-aac4-462f-8f73-e1be2934ef22
L0-32#r2,2,L0-32,L0,free,none,self_learner,zh,continuation,fast,standard,wt406q06-l0-32-r2-c338ea,2026-09-25T18:19:19+00:00,0.0098,0.0098,2.5288,2.5288,9.7974,9,28,5.9539,dashscope_fast,fast,fast,1375,73,5.3213566433566427e-05,qwen3.7-flash,db,,124,True,fast,a16ad240-aac4-462f-8f73-e1be2934ef22
L0-33#r2,2,L0-33,L0,free,none,beginner,zh,memory_write,fast,standard,wt406q06-l0-33-r2-aeaf11,2026-09-25T18:19:30+00:00,0.0104,0.0104,1.2249,1.2249,12.5143,7,24,10.096,dashscope_fast,fast,fast,1354,52,4.9692027972027965e-05,qwen3.7-flash,db,,94,True,fast,a16ad240-aac4-462f-8f73-e1be2934ef22
L0-34#r2,2,L0-34,L0,free,none,professional,en,memory_write,fast,standard,wt406q06-l0-34-r2-eb8f6b,2026-09-25T18:19:43+00:00,0.0393,0.0393,1.0799,1.0799,1.9915,6,23,0.6113,dashscope_fast,fast,fast,1382,43,4.934713286713286e-05,qwen3.7-flash,db,,74,False,fast,9c92a913-ee75-42c2-82b0-f77e526d4490
L0-35#r2,2,L0-35,L0,free,none,exam_candidate,zh,quick_fact,fast,standard,wt406q06-l0-35-r2-f84df0,2026-09-25T18:19:46+00:00,0.0291,0.0291,0.9796,0.9796,9.5116,12,29,6.8037,dashscope_fast,fast,fast,1351,125,5.954195804195803e-05,qwen3.7-flash,db,,193,True,fast,9c92a913-ee75-42c2-82b0-f77e526d4490
L0-36#r2,2,L0-36,L0,free,none,college_student,en,quick_fact,fast,standard,wt406q06-l0-36-r2-c2f05f,2026-09-25T18:19:56+00:00,0.011,0.011,0.659,0.659,11.5077,9,25,9.6518,dashscope_fast,fast,fast,1379,105,5.769860139860139e-05,qwen3.7-flash,db,,399,False,fast,9c92a913-ee75-42c2-82b0-f77e526d4490
L0-37#r2,2,L0-37,L0,free,none,self_learner,zh,quick_fact,fast,standard,wt406q06-l0-37-r2-1e86d8,2026-09-25T18:20:08+00:00,0.0095,0.0095,0.9549,0.9549,12.2861,9,25,10.0613,dashscope_fast,fast,fast,1351,83,5.382055944055943e-05,qwen3.7-flash,db,,123,False,fast,0ad31469-8bd2-463b-84f2-8071ece39098
L0-38#r2,2,L0-38,L0,free,none,beginner,zh,greeting,fast,standard,wt406q06-l0-38-r2-4d406d,2026-09-25T18:20:21+00:00,0.0347,0.0347,0.7703,0.7703,22.0808,8,25,10.0794,dashscope_fast,fast,fast,1376,51,5.0248111888111885e-05,qwen3.7-flash,db,,141,True,fast,0ad31469-8bd2-463b-84f2-8071ece39098
L0-39#r2,2,L0-39,L0,free,none,researcher,en,greeting,fast,standard,wt406q06-l0-39-r2-5bea98,2026-09-25T18:20:44+00:00,0.0108,0.0108,0.7925,0.7925,1.8128,7,23,0.4058,dashscope_fast,fast,fast,1349,51,4.9398461538461526e-05,qwen3.7-flash,db,,227,True,fast,0ad31469-8bd2-463b-84f2-8071ece39098
L0-40#r2,2,L0-40,L0,free,none,college_student,zh,ack,fast,standard,wt406q06-l0-40-r2-d88d35,2026-09-25T18:20:47+00:00,0.0125,0.0125,0.5765,0.5765,14.9922,8,25,10.1014,dashscope_fast,fast,fast,1351,69,5.191342657342657e-05,qwen3.7-flash,db,,155,True,fast,ac7cf45f-5fef-43c7-ad55-4c5325706975
L0-41#r2,2,L0-41,L0,free,none,professional,zh,persona_fact,fast,standard,wt406q06-l0-41-r2-abd252,2026-09-25T18:21:03+00:00,0.0101,0.0101,0.5803,0.5803,9.4549,12,30,6.4882,dashscope_fast,fast,fast,1351,144,6.213020979020978e-05,qwen3.7-flash,db,,270,True,fast,ac7cf45f-5fef-43c7-ad55-4c5325706975
L0-42#r2,2,L0-42,L0,free,none,beginner,zh,persona_fact,fast,standard,wt406q06-l0-42-r2-b89f2d,2026-09-25T18:21:13+00:00,0.0257,0.0257,1.2503,1.2503,20.2611,26,46,10.0851,dashscope_fast,fast,fast,1351,237,7.479902097902097e-05,qwen3.7-flash,db,,407,True,fast,ac7cf45f-5fef-43c7-ad55-4c5325706975
L0-43#r2,2,L0-43,L0,free,none,self_learner,en,quick_fact,fast,standard,wt406q06-l0-43-r2-71fd3a,2026-09-25T18:21:34+00:00,0.0168,0.0168,1.269,1.269,1.5082,2,19,0.7117,dashscope_fast,fast,fast,2736,3,8.650657342657341e-05,qwen3.7-flash,db,,3,False,fast,b0bdfc33-2fbf-4681-a9a8-f79d9fe7a1e9
L0-44#r2,2,L0-44,L0,free,none,exam_candidate,zh,quick_fact,fast,standard,wt406q06-l0-44-r2-657d2d,2026-09-25T18:21:36+00:00,0.011,0.011,0.5977,0.5977,24.4426,11,30,10.0747,dashscope_fast,fast,fast,1352,149,6.284279720279719e-05,qwen3.7-flash,db,,209,True,fast,b0bdfc33-2fbf-4681-a9a8-f79d9fe7a1e9
L0-45#r2,2,L0-45,L0,free,none,college_student,zh,thanks,fast,standard,wt406q06-l0-45-r2-230b0c,2026-09-25T18:22:02+00:00,0.0105,0.0105,0.6148,0.6148,1.4165,6,22,0.32,dashscope_fast,fast,fast,1378,38,4.8540139860139853e-05,qwen3.7-flash,db,,66,True,fast,b0bdfc33-2fbf-4681-a9a8-f79d9fe7a1e9
L0-46#r2,2,L0-46,L0,free,none,researcher,zh,ack,fast,standard,wt406q06-l0-46-r2-0efb20,2026-09-25T18:22:04+00:00,0.0101,0.0101,0.6598,0.6598,1.3525,5,21,0.3206,dashscope_fast,fast,fast,1350,23,4.5615664335664336e-05,qwen3.7-flash,db,,43,True,fast,2dd74c6e-ea8f-447d-bdd7-34835809725e
L0-47#r2,2,L0-47,L0,free,none,professional,mixed,continuation,fast,standard,wt406q06-l0-47-r2-917c7f,2026-09-25T18:22:06+00:00,0.0355,0.0355,3.7529,3.7529,14.7417,11,29,9.3334,dashscope_fast,fast,fast,1350,115,5.814825174825175e-05,qwen3.7-flash,db,,208,True,fast,2dd74c6e-ea8f-447d-bdd7-34835809725e
L0-48#r2,2,L0-48,L0,free,none,beginner,zh,memory_write,fast,standard,wt406q06-l0-48-r2-fbe985,2026-09-25T18:22:22+00:00,0.0274,0.0274,0.9845,0.9845,18.4815,6,24,10.0952,dashscope_fast,fast,fast,1355,49,4.9314825174825174e-05,qwen3.7-flash,db,,91,True,fast,2dd74c6e-ea8f-447d-bdd7-34835809725e
L0-49#r2,2,L0-49,L0,free,none,self_learner,zh,greeting,fast,standard,wt406q06-l0-49-r2-674468,2026-09-25T18:22:41+00:00,0.037,0.037,0.7531,0.7531,2.9958,12,29,0.4006,dashscope_fast,fast,fast,1351,120,5.886083916083915e-05,qwen3.7-flash,db,,223,True,fast,a2139ca3-5c2b-4677-9c05-633236994723
L0-50#r2,2,L0-50,L0,free,none,exam_candidate,en,ack,fast,standard,wt406q06-l0-50-r2-cf798b,2026-09-25T18:22:45+00:00,0.0145,0.0145,0.7915,0.7915,1.2698,3,19,0.3924,dashscope_fast,fast,fast,1375,14,4.5176363636363624e-05,qwen3.7-flash,db,,23,False,fast,a2139ca3-5c2b-4677-9c05-633236994723
L1-01#r2,2,L1-01,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-01-r2-84753b,2026-09-25T18:22:47+00:00,0.0094,0.0094,1.524,1.524,24.1948,30,47,10.0856,dashscope_fast,fast,fast,2735,356,0.00013456209790209788,qwen3.7-flash,db,,620,True,fast,b86f5b5b-6c20-426c-9ac5-17942c98908c
L1-02#r2,2,L1-02,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-02-r2-6fcff0,2026-09-25T18:23:12+00:00,0.011,0.011,1.5721,1.5721,15.5284,7,24,10.0869,dashscope_fast,fast,fast,2657,51,9.055930069930069e-05,qwen3.7-flash,db,,89,False,fast,b86f5b5b-6c20-426c-9ac5-17942c98908c
L1-03#r2,2,L1-03,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-03-r2-411439,2026-09-25T18:23:28+00:00,0.0109,0.0109,2.3,2.3,22.209,33,53,10.0986,dashscope_fast,fast,fast,2667,372,0.00013460181818181818,qwen3.7-flash,db,,695,True,fast,b86f5b5b-6c20-426c-9ac5-17942c98908c
L1-04#r2,2,L1-04,L1,free,none,college_student,en,concept_def,fast,standard,wt406q06-l1-04-r2-cd0bf6,2026-09-25T18:23:51+00:00,0.0386,0.0386,1.9361,1.9361,29.0753,43,62,10.0998,dashscope_fast,fast,fast,2716,538,0.00015875692307692305,qwen3.7-flash,db,,900,False,fast,59f6d71f-6d41-4800-aa00-666ef1b7346e
L1-05#r2,2,L1-05,L1,free,none,professional,zh,concept_def,fast,standard,wt406q06-l1-05-r2-efd69b,2026-09-25T18:24:21+00:00,0.039,0.039,1.5038,1.5038,20.3078,15,34,10.0995,dashscope_fast,fast,fast,2747,163,0.00010864853146853146,qwen3.7-flash,db,,270,True,fast,59f6d71f-6d41-4800-aa00-666ef1b7346e
L1-06#r2,2,L1-06,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-06-r2-88c5c1,2026-09-25T18:24:42+00:00,0.014,0.014,1.8536,1.8536,16.7546,15,34,10.086,dashscope_fast,fast,fast,13484,200,0.0004515664335664335,qwen3.7-flash,db,,334,True,fast,59f6d71f-6d41-4800-aa00-666ef1b7346e
L1-07#r2,2,L1-07,L1,free,none,self_learner,en,concept_def,fast,standard,wt406q06-l1-07-r2-47838f,2026-09-25T18:25:00+00:00,0.0451,0.0451,1.5081,1.5081,2.1189,4,20,0.9021,dashscope_fast,fast,fast,2694,24,8.804559440559441e-05,qwen3.7-flash,db,,41,False,fast,be45cbef-7ce9-4c6d-8c67-2e0dcef79783
L1-08#r2,2,L1-08,L1,free,none,exam_candidate,zh,howto,fast,standard,wt406q06-l1-08-r2-54e265,2026-09-25T18:25:03+00:00,0.0106,0.0106,1.364,1.364,20.4014,35,54,10.0954,dashscope_fast,fast,fast,2710,389,0.0001382707692307692,qwen3.7-flash,db,,685,True,fast,be45cbef-7ce9-4c6d-8c67-2e0dcef79783
L1-09#r2,2,L1-09,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-09-r2-744bd5,2026-09-25T18:25:24+00:00,0.0359,0.0359,1.363,1.363,23.7721,72,91,9.0553,dashscope_fast,fast,fast,2711,943,0.00021377020979020976,qwen3.7-flash,db,,1672,True,fast,be45cbef-7ce9-4c6d-8c67-2e0dcef79783
L1-10#r2,2,L1-10,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-10-r2-2c21e6,2026-09-25T18:25:48+00:00,0.0211,0.0211,1.2436,1.2436,28.1425,31,51,10.0902,dashscope_fast,fast,fast,1383,358,9.22890909090909e-05,qwen3.7-flash,db,,580,True,fast,3d30d750-aedc-448c-9b4a-02446ac9fc71
L1-11#r2,2,L1-11,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-11-r2-3c1a87,2026-09-25T18:26:17+00:00,0.0099,0.0099,1.7823,1.7823,22.7876,17,36,10.0887,dashscope_fast,fast,fast,2718,202,0.00011304867132867132,qwen3.7-flash,db,,327,True,fast,3d30d750-aedc-448c-9b4a-02446ac9fc71
L1-12#r2,2,L1-12,L1,free,none,professional,zh,concept_def,fast,standard,wt406q06-l1-12-r2-7e19dd,2026-09-25T18:26:41+00:00,0.0395,0.0395,1.9391,1.9391,13.8064,14,33,9.5054,dashscope_fast,fast,fast,2659,160,0.00010547062937062935,qwen3.7-flash,db,,279,True,fast,3d30d750-aedc-448c-9b4a-02446ac9fc71
L1-13#r2,2,L1-13,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-13-r2-3d3f9b,2026-09-25T18:26:55+00:00,0.0107,0.0107,1.561,1.561,16.8578,14,31,10.0871,dashscope_fast,fast,fast,2758,139,0.00010572531468531468,qwen3.7-flash,db,,235,True,fast,5f494b8b-4a48-4ab0-90b2-3887b95695fc
L1-14#r2,2,L1-14,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-14-r2-2d8e0b,2026-09-25T18:27:13+00:00,0.0106,0.0106,1.5105,1.5105,24.9697,42,59,10.1001,dashscope_fast,fast,fast,2719,500,0.00015367482517482516,qwen3.7-flash,db,,834,False,fast,5f494b8b-4a48-4ab0-90b2-3887b95695fc
L1-15#r2,2,L1-15,L1,free,none,beginner,zh,comparison,fast,standard,wt406q06-l1-15-r2-4b067f,2026-09-25T18:27:39+00:00,0.0109,0.0109,1.4732,1.4732,22.9006,32,51,10.0948,dashscope_fast,fast,fast,2720,367,0.00013558853146853145,qwen3.7-flash,db,,646,True,fast,5f494b8b-4a48-4ab0-90b2-3887b95695fc
L1-16#r2,2,L1-16,L1,free,none,exam_candidate,zh,goal_check,fast,standard,wt406q06-l1-16-r2-4fd240,2026-09-25T18:28:03+00:00,0.0417,0.0417,1.0302,1.0302,32.6659,71,90,10.0807,dashscope_fast,fast,fast,1391,892,0.00016528433566433565,qwen3.7-flash,db,,1455,False,fast,dea9af8c-9f92-4af9-8ffc-c2498e09ec2c
L1-17#r2,2,L1-17,L1,free,none,college_student,zh,quiz_gen,fast,standard,wt406q06-l1-17-r2-16d432,2026-09-25T18:28:36+00:00,0.0371,0.0371,,,2.8537,0,7,2.8027,default,,balanced,0,0,0.0,fallback,db,,51,True,,
L1-18#r2,2,L1-18,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-18-r2-edd6ee,2026-09-25T18:28:40+00:00,0.0107,0.0107,1.3274,1.3274,25.5994,73,92,10.0915,dashscope_fast,fast,fast,2732,855,0.00020244335664335662,qwen3.7-flash,db,,1593,True,fast,dea9af8c-9f92-4af9-8ffc-c2498e09ec2c
L1-19#r2,2,L1-19,L1,free,none,professional,en,concept_def,fast,standard,wt406q06-l1-19-r2-f3f492,2026-09-25T18:29:06+00:00,0.0129,0.0129,1.5291,1.5291,21.0413,14,31,10.0946,dashscope_fast,fast,fast,1358,144,6.23504895104895e-05,qwen3.7-flash,db,,261,False,fast,3d810a9c-dfa8-4d7b-adc6-328052ba76ac
L1-20#r2,2,L1-20,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-20-r2-dc15c7,2026-09-25T18:29:28+00:00,0.0102,0.0102,1.6656,1.6656,33.9145,47,67,10.0891,dashscope_fast,fast,fast,2731,570,0.00016358811188811186,qwen3.7-flash,db,,1007,True,fast,3d810a9c-dfa8-4d7b-adc6-328052ba76ac
L1-21#r2,2,L1-21,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-21-r2-568edb,2026-09-25T18:30:03+00:00,0.0358,0.0358,1.7503,1.7503,31.0235,48,68,10.097,dashscope_fast,fast,fast,2738,570,0.0001638083916083916,qwen3.7-flash,db,,960,True,fast,3d810a9c-dfa8-4d7b-adc6-328052ba76ac
L1-22#r2,2,L1-22,L1,free,none,professional,zh,howto,fast,standard,wt406q06-l1-22-r2-4ea696,2026-09-25T18:30:35+00:00,0.0142,0.0142,0.6197,0.6197,19.983,23,42,10.0907,dashscope_fast,fast,fast,1355,272,7.969272727272727e-05,qwen3.7-flash,db,,453,False,fast,f14742bb-b188-49f7-96bf-0135f557e442
L1-23#r2,2,L1-23,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-23-r2-4ad08f,2026-09-25T18:30:55+00:00,0.0379,0.0379,1.5123,1.5123,35.0132,42,62,10.0954,dashscope_fast,fast,fast,2721,573,0.0001636820979020979,qwen3.7-flash,db,,965,True,fast,f14742bb-b188-49f7-96bf-0135f557e442
L1-24#r2,2,L1-24,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-24-r2-280360,2026-09-25T18:31:31+00:00,0.0116,0.0116,2.0519,2.0519,21.3995,16,35,10.0778,dashscope_fast,fast,fast,13485,202,0.00045187034965034963,qwen3.7-flash,db,,345,True,fast,f14742bb-b188-49f7-96bf-0135f557e442
L1-25#r2,2,L1-25,L1,free,none,college_student,zh,howto,fast,standard,wt406q06-l1-25-r2-23feb2,2026-09-25T18:31:53+00:00,0.0108,0.0108,1.8633,1.8633,6.0258,25,41,1.088,dashscope_fast,fast,fast,2696,285,0.00012366293706293703,qwen3.7-flash,db,,480,False,fast,265ca211-baed-4eb2-8993-78df5b41cae0
L1-26#r2,2,L1-26,L1,free,none,self_learner,zh,howto,fast,standard,wt406q06-l1-26-r2-17ff68,2026-09-25T18:32:00+00:00,0.0508,0.0508,1.5775,1.5775,29.6109,40,60,10.0889,dashscope_fast,fast,fast,2700,536,0.000157980979020979,qwen3.7-flash,db,,969,False,fast,265ca211-baed-4eb2-8993-78df5b41cae0
L1-27#r2,2,L1-27,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-27-r2-32b393,2026-09-25T18:32:31+00:00,0.0165,0.0165,1.2709,1.2709,23.1821,30,49,10.0784,dashscope_fast,fast,fast,2672,322,0.000127947972027972,qwen3.7-flash,db,,557,True,fast,265ca211-baed-4eb2-8993-78df5b41cae0
L1-28#r2,2,L1-28,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-28-r2-15a07e,2026-09-25T18:32:55+00:00,0.0384,0.0384,1.6229,1.6229,17.3144,9,27,10.0981,dashscope_fast,fast,fast,2635,82,9.408993006993006e-05,qwen3.7-flash,db,,151,True,fast,b8e62977-5cb1-4338-b2d8-196669398e5d
L1-29#r2,2,L1-29,L1,free,none,professional,zh,concept_def,fast,standard,wt406q06-l1-29-r2-67eff4,2026-09-25T18:33:13+00:00,0.0459,0.0459,1.6432,1.6432,32.8036,44,64,10.0886,dashscope_fast,fast,fast,2701,537,0.0001581486713286713,qwen3.7-flash,db,,891,True,fast,b8e62977-5cb1-4338-b2d8-196669398e5d
L1-30#r2,2,L1-30,L1,free,none,self_learner,en,concept_def,fast,standard,wt406q06-l1-30-r2-1003b3,2026-09-25T18:33:46+00:00,0.1289,0.1289,2.0325,2.0325,21.2627,42,61,10.0884,dashscope_fast,fast,fast,2705,557,0.00016099902097902098,qwen3.7-flash,db,,1180,False,fast,b8e62977-5cb1-4338-b2d8-196669398e5d
L1-31#r2,2,L1-31,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-31-r2-ebe0ae,2026-09-25T18:34:08+00:00,0.0365,0.0365,1.4239,1.4239,11.1493,12,28,7.6149,dashscope_fast,fast,fast,1379,165,6.587202797202797e-05,qwen3.7-flash,db,,264,True,fast,a09cf0ac-0aed-40f2-84ea-0a438b503207
L1-32#r2,2,L1-32,L1,free,none,beginner,zh,howto,fast,standard,wt406q06-l1-32-r2-1d8e4c,2026-09-25T18:34:20+00:00,0.0122,0.0122,1.5519,1.5519,20.0389,27,44,10.0901,dashscope_fast,fast,fast,2706,318,0.00012847300699300696,qwen3.7-flash,db,,523,True,fast,a09cf0ac-0aed-40f2-84ea-0a438b503207
L1-33#r2,2,L1-33,L1,free,none,college_student,zh,concept_def,fast,standard,wt406q06-l1-33-r2-9b3671,2026-09-25T18:34:41+00:00,0.0482,0.0482,1.4604,1.4604,28.1952,58,80,10.0845,dashscope_fast,fast,fast,2686,647,0.00017266125874125873,qwen3.7-flash,db,,1159,True,fast,a09cf0ac-0aed-40f2-84ea-0a438b503207
L1-34#r2,2,L1-34,L1,free,none,researcher,en,concept_def,fast,standard,wt406q06-l1-34-r2-35bd3a,2026-09-25T18:35:10+00:00,0.0126,0.0126,2.1715,2.1715,22.1386,11,29,10.0679,dashscope_fast,fast,fast,2711,101,9.906979020979019e-05,qwen3.7-flash,db,,209,False,fast,73988432-3231-434a-91ee-09393770977a
L1-35#r2,2,L1-35,L1,free,none,self_learner,zh,howto,fast,standard,wt406q06-l1-35-r2-72eb4e,2026-09-25T18:35:33+00:00,0.0468,0.0468,1.4989,1.4989,8.9536,40,58,0.8764,dashscope_fast,fast,fast,2704,544,0.00015919664335664333,qwen3.7-flash,db,,1013,True,fast,73988432-3231-434a-91ee-09393770977a
L1-36#r2,2,L1-36,L1,free,none,exam_candidate,zh,concept_def,fast,standard,wt406q06-l1-36-r2-7189ec,2026-09-25T18:35:43+00:00,0.039,0.039,1.6675,1.6675,37.7816,33,54,10.0969,dashscope_fast,fast,fast,2681,386,0.00013694951048951048,qwen3.7-flash,db,,694,True,fast,73988432-3231-434a-91ee-09393770977a
L1-37#r2,2,L1-37,L1,free,none,professional,zh,howto,fast,standard,wt406q06-l1-37-r2-2f0cc3,2026-09-25T18:36:21+00:00,0.0253,0.0253,1.7638,1.7638,23.1967,65,83,9.4059,dashscope_fast,fast,fast,2704,768,0.0001897107692307692,qwen3.7-flash,db,,1342,True,fast,d7106ce7-856d-4bc9-bf87-5f75a3ff5f11
L1-38#r2,2,L1-38,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-38-r2-49b63a,2026-09-25T18:36:45+00:00,0.0125,0.0125,1.173,1.173,23.0582,47,66,10.0746,dashscope_fast,fast,fast,2697,570,0.0001625181818181818,qwen3.7-flash,db,,1018,True,fast,d7106ce7-856d-4bc9-bf87-5f75a3ff5f11
L1-39#r2,2,L1-39,L1,free,none,college_student,en,howto,fast,standard,wt406q06-l1-39-r2-cdcb50,2026-09-25T18:37:09+00:00,0.0407,0.0407,1.5447,1.5447,29.5146,61,80,10.0912,dashscope_fast,fast,fast,2692,737,0.00018511020979020978,qwen3.7-flash,db,,1341,False,fast,d7106ce7-856d-4bc9-bf87-5f75a3ff5f11
L1-40#r2,2,L1-40,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-40-r2-65320a,2026-09-25T18:37:40+00:00,0.0383,0.0383,3.1863,3.1863,35.7013,26,46,10.0917,dashscope_fast,fast,fast,2685,369,0.0001347595804195804,qwen3.7-flash,db,,664,True,fast,a3c8311c-0599-499b-9419-b11efef95457
L1-41#r2,2,L1-41,L1,free,none,researcher,zh,concept_def,fast,standard,wt406q06-l1-41-r2-e010ad,2026-09-25T18:38:16+00:00,0.0364,0.0364,1.7345,1.7345,30.1584,57,76,10.0863,dashscope_fast,fast,fast,2684,661,0.00017450545454545454,qwen3.7-flash,db,,1140,True,fast,a3c8311c-0599-499b-9419-b11efef95457
L1-42#r2,2,L1-42,L1,free,none,exam_candidate,zh,howto,fast,standard,wt406q06-l1-42-r2-3f20f5,2026-09-25T18:38:47+00:00,0.0144,0.0144,1.3303,1.3303,42.7011,23,44,10.0961,dashscope_fast,fast,fast,2702,264,0.00012099104895104894,qwen3.7-flash,db,,504,True,fast,a3c8311c-0599-499b-9419-b11efef95457
L1-43#r2,2,L1-43,L1,free,none,beginner,zh,concept_def,fast,standard,wt406q06-l1-43-r2-488de1,2026-09-25T18:39:31+00:00,0.0112,0.0112,1.7867,1.7867,18.4507,22,41,10.0973,dashscope_fast,fast,fast,2697,258,0.00012001636363636361,qwen3.7-flash,db,,454,True,fast,e07c5137-27ff-433f-90b7-a1ff96c890f7
L1-44#r2,2,L1-44,L1,free,none,professional,en,concept_def,fast,standard,wt406q06-l1-44-r2-97d4f2,2026-09-25T18:39:50+00:00,0.0101,0.0101,1.9108,1.9108,27.9887,41,60,10.0925,dashscope_fast,fast,fast,2703,454,0.00014690503496503495,qwen3.7-flash,db,,822,False,fast,e07c5137-27ff-433f-90b7-a1ff96c890f7
L1-45#r2,2,L1-45,L1,free,none,college_student,zh,howto,fast,standard,wt406q06-l1-45-r2-cf629e,2026-09-25T18:40:19+00:00,0.0486,0.0486,0.9508,0.9508,20.22,25,44,10.0823,dashscope_fast,fast,fast,1352,264,7.850853146853146e-05,qwen3.7-flash,db,,421,False,fast,e07c5137-27ff-433f-90b7-a1ff96c890f7
L1-46#r2,2,L1-46,L1,free,none,self_learner,zh,concept_def,fast,standard,wt406q06-l1-46-r2-bb7ad3,2026-09-25T18:40:40+00:00,0.0394,0.0394,1.5602,1.5602,20.3389,33,52,10.0902,dashscope_fast,fast,fast,2670,354,0.00013224419580419578,qwen3.7-flash,db,,688,True,fast,225ee357-48b3-4247-81c8-61da22523fd4
L1-47#r2,2,L1-47,L1,free,none,researcher,zh,concept_def,fast,standard,wt406q06-l1-47-r2-b78d3e,2026-09-25T18:41:01+00:00,0.0395,0.0395,1.6273,1.6273,21.4613,23,42,10.0828,dashscope_fast,fast,fast,2760,293,0.00012676671328671328,qwen3.7-flash,db,,515,True,fast,225ee357-48b3-4247-81c8-61da22523fd4
L1-48#r2,2,L1-48,L1,free,none,exam_candidate,en,howto,fast,standard,wt406q06-l1-48-r2-5d3ec1,2026-09-25T18:41:23+00:00,0.0376,0.0376,0.9656,0.9656,27.3129,56,75,10.0945,dashscope_fast,fast,fast,1381,752,0.00014589832167832167,qwen3.7-flash,db,,1473,False,fast,225ee357-48b3-4247-81c8-61da22523fd4
